SKU;Name;Parent SKU;Min - Max;Type;Default price;Extra price;Accounting group;Button name;Cost price;Package content (stock management);Package unit (stock management);Weight;Tare (grams, selling by weight);Sharing status;Statistics group
611;Tap 9 0,3l - Adios Amigos - Gorilla 090525;;;item;7.7;;Tap Craft Beer 0,3L;Tap 9 0,3l - Adios Amigos - Gorilla;1.3700;;;;;LOCAL;
612;Tap 9 0,5l - Adios Amigos - Gorilla 090525;;;item;9.2;;Tap Craft Beer 0,5L;Tap 9 0,5l - Adios Amigos - Gorilla;2.2900;;;;;LOCAL;
619;Somersby Orange Spritz Cider - 0,33l;;;item;4.5;;Ciders;Somersby Orange Spritz Cider - 0,33l;1.2200;0.33000;VOLUME;;;LOCAL;
631;Tequila Silver HM35% 1l;;;item;0.0;;Spirit Bottles;Tequila Silver HM35% 1l;14.6900;;;;;LOCAL;
638;Hopscor Beast - Straßenbräu Hommelsap 50l;;;item;0.0;;Kegs;Hopscor Beast - Straßenbräu Hommelsap 30l;178.5000;50.00000;VOLUME;;;LOCAL;
643;Wildberry Lillet;;;item;9.0;;Long Drinks;Wildberry Lillet;1.2891;;;;;LOCAL;
644;Prosecco 0,1l;;;item;4.0;;Wein;Prosecco 0,1l;0.3320;;;;;LOCAL;
655;FW Helles Alco Free 0,5l;;;item;6.0;;Alkohol;FW Helles Alco Free 0,5l;1.8900;;;;;LOCAL;
660;Strassenbräu - Techno Therapy 30l;;;item;0.0;;Kegs;Strassenbräu - Techno Therapy 30l;124.9500;30.00000;VOLUME;;;LOCAL;
661;Ice Tea - Elephant Bay 0,33l;;;item;3.0;;Soft Drinks;Ice Tea - Elephant Bay 0,33l;0.9800;1.00000;DIMENSION_LESS;;;LOCAL;
662;Donut Heart - Vegan;;;item;3.0;;Snacks;Donut Heart - Vegan;0.8300;52.00000;MASS;;;LOCAL;
663;John-John Crisps;;;item;2.5;;Snacks;John-John Crisps;0.7200;40.00000;MASS;;;LOCAL;
670;Soft Cookie;;;item;3.0;;Snacks;Soft Cookie;0.9300;75.00000;MASS;;;LOCAL;
671;Tap 2 0,3L Weihnstephan Helles 110225;;;item;4.5;;Tap Craft Beer 0,3L;Tap 2 0,3L Weihnstephan Helles;0.6112;;;;;LOCAL;default/Tap Craft Beer 0\,3L
672;Tap 2 0,5L Weihnstephan Helles 110225;;;item;6.0;;Tap Craft Beer 0,5L;Tap 2 0,5L Weihnstephan Helles;1.0187;;;;;LOCAL;default/Tap Craft Beer 0\,5L
673;Weihenstep. Helles 50l;;;item;0.0;;Kegs;Weihenstep. Helles 50l;101.8700;50.00000;VOLUME;;;LOCAL;
674;Tap 1 0,3l Quellmalz - Sabine 190525;;;item;4.0;;Tap Craft Beer 0,3L;Tap 1 0,3l Quellmalz - Sabine;0.6600;;;;;LOCAL;
675;Tap 1 0,5l Quellmalz - Sabine 190525;;;item;5.5;;Tap Craft Beer 0,5L;Tap 1 0,5l Quellmalz - Sabine;1.1000;;;;;LOCAL;
682;Ostmost Cider 0,33l;;;item;4.5;;Ciders;Ostmost Cider 0,33l;1.3900;0.33000;VOLUME;;;LOCAL;
683;Golden Pocket - mozzarella;;;combo;5.5;;Food;Golden Pocket - mozzarella;;;;;;LOCAL;
684;Golden Pocket - Olives;;;combo;6.5;;Food;Golden Pocket - Olives;;;;;;LOCAL;
685;Golden Pocket - Vegan;;;combo;6.5;;Food;Golden Pocket - Vegan;;;;;;LOCAL;
687;Murphys Stout - 30l Fass;;;item;0.0;;Kegs;Murphys Stout - 30l Fass;100.2400;;;;;LOCAL;
696;Tap 14 0,3l Hopscor - Beast 070325;;;item;6.0;;Tap Craft Beer 0,3L;Tap 14 0,3l Hopscor - Beast 070325;;;;;;LOCAL;
697;Tap 14 0,5l Hopscor - Beast 070325;;;item;7.5;;Tap Craft Beer 0,5L;Tap 14 0,5l Hopscor - Beast 070325;;;;;;LOCAL;
702;Guinness Fass 50l;;;item;0.0;;Kegs;Guinness 50l;164.3700;50.00000;VOLUME;;;LOCAL;
715;Mampe NullNull;;;combo;4.5;;GIN;Mampe NullNull;;;;;;LOCAL;
716;Berlin Mule;;;item;9.0;;Long Drinks;Berlin Mule;;;;;;LOCAL;
718;Mampe Null Null - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Mampe Null Null 0,7l;15.2100;0.70000;VOLUME;;;LOCAL;
719;Mampe Halb & Halb - 0,7l Flasche;;;item;0.0;;Spirit Bottles;Mampe Halb & Halb 0,7l;11.3300;0.70000;VOLUME;;;LOCAL;
720;Tails Espresso Martini - 1l Flasche;;;item;0.0;;Spirit Bottles;Tails Espresso Martini 1l;17.9900;;;;;LOCAL;
721;FT Mojito;;;item;10.0;;Cocktails;FT Mojito;;;;;;LOCAL;
722;FT Alco Free Mojito;;;item;10.0;;Cocktails;FT Alco Free Mojito;;;;;;LOCAL;
723;Twice - Schorle 0,33l;;;item;3.0;;Soft Drinks;Twice - Schorle 0,33l;0.8700;330.00000;VOLUME;;;LOCAL;
724;Tap 6 0,3l Gorilla - Primavera Cero Porter 230425;;;item;7.9;;Tap Craft Beer 0,3L;Tap 6 0,3l Gorilla - Primavera Cero Porter 230425;;;;;;LOCAL;
725;Tap 6 0,5l Gorilla - Primavera Cero Porter 230425;;;item;9.4;;Tap Craft Beer 0,5L;Tap 6 0,5l Gorilla - Primavera Cero Porter 230425;;;;;;LOCAL;
726;Raummiete;;;item;;;Divers;Raummiete;;;;;;LOCAL;
732;Pimms;;;item;8.0;;Long Drinks;Pimms;;;;;;LOCAL;
733;Tap 11 0,3l Bräugier - Pacific Twist Pale 080525;;;item;3.7;;Tap Craft Beer 0,3L;Tap 11 0,3l Bräugier - Pacific Twist Pale 080525;;;;;;LOCAL;
734;Tap 11 0,5l Bräugier - Pacific Twist Pale 080525;;;item;5.2;;Tap Craft Beer 0,5L;Tap 11 0,5l Bräugier - Pacific Twist Pale 080525;;;;;;LOCAL;
735;Tap 12 0,3l Bräugier - Flucht aus Bayern 140525;;;item;3.5;;Tap Craft Beer 0,3L;Tap 12 0,3l Bräugier - Flucht aus Bayern 140525;;;;;;LOCAL;
736;Tap 12 0,5l Bräugier - Flucht aus Bayern 140525;;;item;5.0;;Tap Craft Beer 0,5L;Tap 12 0,5l Bräugier - Flucht aus Bayern 140525;;;;;;LOCAL;
737;Tyrell Kaiserweisse 0,75cl;;;item;35.0;;Alkohol;Tyrell Kaiserweisse 0,75cl;;;;;;LOCAL;
738;Tyrell Kaffirweisse 0,75cl;;;item;35.0;;Alkohol;Tyrell Kaffirweisse 0,75cl;;;;;;LOCAL;
739;French75;;;item;8.0;;Cocktails;French75;0.5500;;;;;LOCAL;
740;FW Alco Free IPA 0,5l;;;item;7.5;;Alkohol;FW Alco Free IPA 0,5l;;;;;;LOCAL;
741;Tap 10 0,3l Protokol - Josies on Vacation 210525;;;item;6.5;;Tap Craft Beer 0,3L;Tap 10 0,3l Protokol - Josies on Vacation 210525;;;;;;LOCAL;
742;Tap 10 0,5l Protokol - Josies on Vacation 210525;;;item;8.0;;Tap Craft Beer 0,5L;Tap 10 0,5l Protokol - Josies on Vacation 210525;;;;;;LOCAL;
743;OA - Dark Knight Pizza;;;combo;11.5;;Pizza;OA - Dark Knight Pizza;1.8191;;;;;LOCAL;default/
744;OA - Funghi Pizza;;;combo;11.5;;Pizza;OA Funghi Pizza;1.8831;;;;;LOCAL;default/
745;OA - Lady V (Vegan) Pizza;;;combo;11.5;;Pizza;OA - Lady V (Vegan) Pizza;2.1066;;;;;LOCAL;default/
746;OA - Queen Margherita Pizza;;;combo;9.5;;Pizza;OA - Queen Margherita Pizza;1.6146;;;;;LOCAL;default/
747;OA Sir PlantsAlot Pizza;;;combo;11.5;;Pizza;OA Sir PlantsAlot Pizza;2.3034;;;;;LOCAL;default/
748;OA Royal Salami Pizza;;;combo;11.5;;Pizza;OA Royal Salami Pizza;2.0482;;;;;LOCAL;default/
749;OA The Jester (Pepperoni) Pizza;;;combo;11.5;;Pizza;OA The Jester (Pepperoni) Pizza;2.1123;;;;;LOCAL;default/
750;OA The Tower Spicy Pizza;;;combo;13.5;;Pizza;OA The Tower Spicy Pizza;2.2600;;;;;LOCAL;default/
751;OA Nachos;;;combo;6.0;;Food;OA Nachos;1.1533;;;;;LOCAL;
752;OA Vegan Nachos;;;combo;6.5;;Food;OA Vegan Nachos;1.5223;;;;;LOCAL;
753;OA Wedges;;;combo;6.5;;Food;OA Wedges;0.8204;;;;;LOCAL;
754;OA - Pringles Red;;;item;2.5;;Snacks-OA;OA - Pringles Red;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;default/
755;Flat White;;;combo;3.5;;Coffee;Flat White;0.4000;;;;;LOCAL;default/
756;Pringles Black;;;item;2.5;;Snacks;Pringles Black;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;default/
757;OA - Pringles Green;;;item;2.5;;Snacks-OA;OA - Pringles Green;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;default/
758;OA - Pringles Orange;;;item;2.5;;Snacks-OA;OA - Pringles Orange;0.7200;1.00000;DIMENSION_LESS;;;LOCAL;default/
759;Ultje Nuts Salty;;;item;2.0;;Snacks;Ultje Nuts Salty;0.6500;1.00000;DIMENSION_LESS;;;LOCAL;default/
761;OA - Blueberry Muffin;;;item;3.0;;Snacks-OA;OA - Blueberry Muffin;1.2600;1.00000;DIMENSION_LESS;;;LOCAL;default/
762;OA - Chocolate Muffin;;;item;3.0;;Snacks-OA;OA - Chocolate Muffin;1.2600;1.00000;DIMENSION_LESS;;;LOCAL;default/
763;OA - Donut Heart - Vegan;;;item;3.0;;Snacks-OA;OA - Donut Heart - Vegan;0.8300;52.00000;MASS;;;LOCAL;
764;OA - John-John - Sea Salt & Black Pepper;;;item;2.5;;Snacks-OA;OA - John-John Crisps - Sea Salt & Black Pepper;0.7200;40.00000;MASS;;;LOCAL;
765;OA - Soft Cookie;;;item;3.0;;Snacks-OA;OA - Soft Cookie;0.9300;75.00000;MASS;;;LOCAL;
766;Brlo Cider - Wild Berries;;;item;4.5;;Ciders;Brlo Cider - Wild Berries;1.4500;0.33000;VOLUME;;;LOCAL;default/
767;Drip Tray;;;item;4.5;;Tap Beers;Pils 0,5L;2.0;0.50000;VOLUME;;;LOCAL;default/
